from_city,to_city,bus_name,bus_number,departure_time,arrival_time,duration,type,price,available_seats,total_seats,rating,features,starting_point,women_special
Ramanathapuram,Theni,Parveen Travels AC Sleeper,TN-06-AQ-9222,18:30,00:38,6h 8m,Non-AC Seater,249,26,36,3.9,Water Bottle,Ramanathapuram,Yes
Pudukkottai,Salem,Vivegam Travels AC Sleeper,TN-69-BS-6840,20:15,23:30,3h 15m,Non-AC Sleeper,1107,10,40,3.8,-,Pudukkottai,Yes
Cuddalore,Kanyakumari,TNSTC Non-AC Sleeper,TN-23-RP-5806,17:00,19:13,2h 13m,AC Sleeper,539,40,40,3.5,-,Cuddalore,Yes
Madurai,Vellore,SRS Travels Non-AC Seater,TN-59-AH-4664,17:15,21:28,4h 13m,AC Sleeper,629,26,44,4.1,-,Madurai,No
Hosur,Salem,SRM Travels AC Seater,TN-97-MJ-2270,20:30,03:22,6h 52m,Non-AC Sleeper,271,39,44,3.5,-,Hosur,No
Chennai,Hosur,Vivegam Travels Non-AC Seater,TN-18-YJ-0605,18:00,01:21,7h 21m,AC Sleeper,1026,10,44,4.1,Charging Port,Dindigul,No
Nagercoil,Kanyakumari,TNSTC AC Seater,TN-03-KV-9815,21:15,08:16,11h 1m,AC Seater,571,29,50,3.6,-,Madurai,Yes
Trichy,Chennai,SETC AC Seater,TN-36-GX-8740,19:30,04:40,9h 10m,AC Seater,134,18,50,4.5,-,Thanjavur,Yes
Ramanathapuram,Cuddalore,SETC Non-AC Seater,TN-23-VK-7132,20:15,03:11,6h 56m,AC Seater,375,41,44,4.4,-,Ramanathapuram,No
Dindigul,Theni,TNSTC Non-AC Sleeper,TN-04-LP-1624,21:30,02:07,4h 37m,AC Seater,509,17,30,4.6,-,Dindigul,Yes
Erode,Trichy,TNSTC Non-AC Seater,TN-85-WH-3611,20:45,08:34,11h 49m,AC Seater,538,38,44,3.8,-,Erode,Yes
Tuticorin,Thanjavur,Vivegam Travels Non-AC Sleeper,TN-21-XW-7689,20:00,22:02,2h 2m,AC Sleeper,802,22,44,4.2,WiFi,Erode,Yes
Chennai,Pudukkottai,Vivegam Travels Non-AC Sleeper,TN-93-NY-1928,22:45,06:15,7h 30m,AC Seater,1364,31,44,3.7,-,Thanjavur,Yes
Kumbakonam,Cuddalore,SETC AC Sleeper,TN-60-JA-6176,21:15,00:48,3h 33m,AC Seater,384,16,44,4.9,-,Kumbakonam,Yes
Madurai,Thanjavur,SRM Travels AC Sleeper,TN-03-NO-0733,21:00,04:27,7h 27m,Non-AC Sleeper,809,31,36,4.1,WiFi,Madurai,Yes
Chennai,Dindigul,SETC Non-AC Seater,TN-89-KC-6345,21:45,02:57,5h 12m,AC Sleeper,377,13,40,4.2,-,Trichy,No
Madurai,Salem,SETC AC Sleeper,TN-74-CL-1419,19:00,22:14,3h 14m,AC Sleeper,425,7,30,4.1,-,Madurai,Yes
Cuddalore,Madurai,SETC Non-AC Sleeper,TN-23-OE-1724,22:00,08:40,10h 40m,AC Seater,600,18,30,3.8,-,Cuddalore,No
Thanjavur,Kumbakonam,TNSTC AC Sleeper,TN-98-ZF-1806,17:30,19:37,2h 7m,Non-AC Seater,327,31,40,4.6,-,Thanjavur,Yes
Ramanathapuram,Kumbakonam,SRM Travels Non-AC Sleeper,TN-92-FM-7839,20:00,01:33,5h 33m,Non-AC Sleeper,340,16,30,3.9,Blanket,Ramanathapuram,No
Ramanathapuram,Salem,TNSTC AC Sleeper,TN-60-GH-6341,21:15,05:29,8h 14m,Non-AC Seater,223,31,44,3.6,-,Ramanathapuram,No
Karur,Vellore,Parveen Travels AC Seater,TN-30-FZ-2150,22:30,09:49,11h 19m,Non-AC Seater,333,23,44,3.8,-,Karur,No
Salem,Kumbakonam,TNSTC AC Seater,TN-79-SL-3333,22:00,02:50,4h 50m,AC Seater,539,26,40,3.7,-,Salem,Yes
Madurai,Ramanathapuram,TNSTC AC Sleeper,TN-09-ZJ-9290,19:45,00:06,4h 21m,AC Sleeper,667,16,40,4.1,-,Madurai,Yes
Dindigul,Theni,KPN Travels AC Sleeper,TN-77-SG-6198,20:30,06:01,9h 31m,AC Sleeper,298,12,40,4.6,-,Dindigul,Yes
Nagercoil,Vellore,Vivegam Travels AC Sleeper,TN-46-KJ-9644,18:30,22:40,4h 10m,Non-AC Sleeper,336,17,40,4.2,Blanket,Nagercoil,No
Ramanathapuram,Dindigul,ABT Travels Non-AC Sleeper,TN-94-AB-5226,20:15,02:34,6h 19m,AC Sleeper,963,32,40,4.4,-,Ramanathapuram,Yes
Erode,Kanyakumari,SETC AC Seater,TN-90-PM-3483,18:00,04:50,10h 50m,AC Sleeper,713,48,50,3.5,-,Hosur,Yes
Karur,Nagercoil,SETC AC Seater,TN-61-KI-5704,17:15,01:58,8h 43m,Non-AC Sleeper,678,24,36,3.8,-,Karur,Yes
Nagercoil,Karur,SETC Non-AC Seater,TN-10-AN-7174,20:45,04:37,7h 52m,Non-AC Seater,334,29,50,4.6,-,Nagercoil,Yes
Hosur,Pudukkottai,Vivegam Travels AC Sleeper,TN-53-WY-4500,18:00,02:13,8h 13m,Non-AC Seater,810,16,30,4.6,Blanket,Tirunelveli,Yes
Kanyakumari,Karur,TNSTC Non-AC Sleeper,TN-55-BR-6454,18:30,20:32,2h 2m,Non-AC Seater,159,21,40,4.3,-,Kanyakumari,Yes
Madurai,Karur,Parveen Travels Non-AC Sleeper,TN-05-PR-2255,17:00,03:31,10h 31m,AC Seater,1257,40,44,4.2,USB,Madurai,Yes
Pudukkottai,Kumbakonam,SETC Non-AC Seater,TN-60-CH-7403,22:30,03:16,4h 46m,Non-AC Sleeper,401,28,50,3.8,-,Pudukkottai,Yes
Chennai,Theni,Parveen Travels AC Sleeper,TN-10-WV-4792,22:45,09:18,10h 33m,AC Seater,407,11,44,3.9,Blanket,Karur,Yes
Cuddalore,Nagercoil,SETC AC Seater,TN-16-HL-6862,19:30,00:00,4h 30m,AC Seater,206,23,44,3.9,-,Cuddalore,No
Tuticorin,Theni,SETC AC Sleeper,TN-66-DV-5009,22:00,04:12,6h 12m,Non-AC Sleeper,391,9,44,4.1,-,Tuticorin,Yes
Madurai,Chennai,TNSTC Non-AC Sleeper,TN-60-WD-1933,18:00,00:27,6h 27m,Non-AC Seater,472,8,36,4.4,-,Chennai,No
Vellore,Hosur,TNSTC Non-AC Seater,TN-13-WG-4014,23:45,05:47,6h 2m,AC Seater,559,9,40,4.1,-,Vellore,No
Tuticorin,Pudukkottai,SRM Travels AC Seater,TN-66-BX-3872,20:00,01:52,5h 52m,AC Seater,419,43,44,4.4,Charging Port,Tuticorin,No
Dindigul,Theni,TNSTC AC Seater,TN-55-WB-3895,21:45,06:58,9h 13m,Non-AC Seater,747,36,50,3.9,-,Dindigul,Yes
Kanyakumari,Tuticorin,SRM Travels AC Seater,TN-89-HE-0905,20:45,03:45,7h 0m,Non-AC Seater,1183,24,40,3.9,Blanket,Dindigul,Yes
Theni,Coimbatore,Parveen Travels AC Sleeper,TN-58-RF-9899,18:15,01:07,6h 52m,AC Seater,818,39,40,4.9,-,Theni,No
Chennai,Hosur,Vivegam Travels Non-AC Seater,TN-98-IU-3509,19:45,06:15,10h 30m,Non-AC Sleeper,320,20,44,4.6,Water Bottle,Vellore,No
Pudukkottai,Theni,SETC Non-AC Seater,TN-62-QD-0418,17:30,01:14,7h 44m,AC Seater,451,23,36,4.8,-,Pudukkottai,No
Trichy,Tirunelveli,SRM Travels Non-AC Sleeper,TN-71-JT-1593,18:15,21:32,3h 17m,Non-AC Seater,1085,27,44,4.8,Water Bottle,Thanjavur,No
Madurai,Theni,SETC Non-AC Sleeper,TN-46-WQ-8009,19:00,21:01,2h 1m,Non-AC Sleeper,702,37,40,3.9,-,Madurai,Yes
Erode,Thanjavur,SRM Travels Non-AC Seater,TN-81-OA-9709,20:45,08:26,11h 41m,AC Sleeper,1178,27,30,4.5,-,Erode,No
Pudukkottai,Cuddalore,TNSTC AC Seater,TN-93-ES-8940,21:30,06:21,8h 51m,Non-AC Sleeper,149,43,50,4.7,-,Pudukkottai,Yes
Tuticorin,Dindigul,SETC Non-AC Seater,TN-61-IZ-2801,20:30,01:14,4h 44m,AC Seater,161,9,44,4.6,-,Tuticorin,No
Tuticorin,Coimbatore,ABT Travels AC Seater,TN-02-KN-1263,19:30,05:56,10h 26m,AC Seater,1264,31,44,3.7,Charging Port,Hosur,Yes
Cuddalore,Karur,TNSTC AC Sleeper,TN-47-GS-6181,20:15,04:28,8h 13m,AC Sleeper,201,37,44,3.9,-,Cuddalore,Yes
Hosur,Dindigul,Parveen Travels Non-AC Seater,TN-85-BK-2316,21:15,09:11,11h 56m,AC Seater,1085,26,30,4.3,Water Bottle,Hosur,No
Ramanathapuram,Vellore,Vivegam Travels AC Sleeper,TN-17-IC-4414,21:15,07:49,10h 34m,AC Seater,839,8,40,4.7,Charging Port,Chennai,Yes
Pudukkottai,Coimbatore,SETC Non-AC Seater,TN-83-EU-4926,19:45,00:42,4h 57m,Non-AC Sleeper,683,21,30,4.6,-,Pudukkottai,Yes
Dindigul,Erode,SRS Travels Non-AC Seater,TN-41-DO-3923,20:15,05:28,9h 13m,Non-AC Sleeper,1206,15,36,4.4,USB,Coimbatore,Yes
Nagercoil,Madurai,ABT Travels AC Sleeper,TN-78-NN-4827,22:00,05:33,7h 33m,Non-AC Sleeper,883,23,30,4.2,-,Kanyakumari,No
Kumbakonam,Karur,Parveen Travels Non-AC Sleeper,TN-94-LR-0213,23:45,09:29,9h 44m,Non-AC Sleeper,526,14,40,4.5,Blanket,Kumbakonam,No
Erode,Tuticorin,TNSTC Non-AC Seater,TN-70-AT-8805,22:30,05:27,6h 57m,Non-AC Seater,421,12,40,3.9,-,Erode,Yes
Ramanathapuram,Karur,SRM Travels Non-AC Sleeper,TN-20-YE-3969,18:15,05:17,11h 2m,AC Sleeper,922,8,36,4.0,Blanket,Ramanathapuram,Yes
Nagercoil,Coimbatore,ABT Travels AC Seater,TN-62-AX-2210,18:00,01:30,7h 30m,Non-AC Sleeper,344,34,44,4.0,Water Bottle,Nagercoil,No
Nagercoil,Thanjavur,TNSTC AC Sleeper,TN-93-YF-7444,17:00,01:26,8h 26m,Non-AC Sleeper,315,31,36,4.1,-,Vellore,Yes
Tirunelveli,Nagercoil,SETC Non-AC Sleeper,TN-38-HJ-5517,20:30,05:43,9h 13m,AC Seater,101,17,30,3.8,-,Tirunelveli,Yes
Trichy,Vellore,TNSTC AC Sleeper,TN-46-DI-3397,20:45,05:50,9h 5m,AC Sleeper,169,7,50,5.0,-,Tuticorin,No
Kumbakonam,Salem,TNSTC Non-AC Sleeper,TN-14-LZ-4532,18:30,05:13,10h 43m,Non-AC Seater,579,37,50,4.9,-,Kumbakonam,Yes
Ramanathapuram,Thanjavur,ABT Travels Non-AC Sleeper,TN-01-DN-8415,19:45,02:25,6h 40m,Non-AC Seater,259,29,44,4.5,Blanket,Ramanathapuram,Yes
Thanjavur,Ramanathapuram,SETC Non-AC Seater,TN-86-OF-8233,22:45,05:47,7h 2m,AC Sleeper,220,31,40,4.7,-,Thanjavur,Yes
Thanjavur,Nagercoil,Parveen Travels Non-AC Sleeper,TN-90-BB-4570,21:00,08:09,11h 9m,AC Seater,722,8,50,3.8,WiFi,Thanjavur,Yes
Nagercoil,Cuddalore,SETC Non-AC Seater,TN-77-BW-0500,21:30,07:07,9h 37m,AC Sleeper,515,18,40,3.6,-,Nagercoil,Yes
Coimbatore,Madurai,TNSTC AC Sleeper,TN-44-KD-2016,23:45,06:28,6h 43m,Non-AC Sleeper,355,20,30,4.1,-,Coimbatore,No
Karur,Salem,TNSTC AC Sleeper,TN-84-ZQ-2171,18:00,01:38,7h 38m,Non-AC Sleeper,740,8,30,4.4,-,Karur,No
Ramanathapuram,Hosur,TNSTC AC Sleeper,TN-16-JC-6953,19:15,05:09,9h 54m,AC Sleeper,533,37,44,4.1,-,Ramanathapuram,Yes
Tirunelveli,Tuticorin,TNSTC Non-AC Sleeper,TN-23-IX-9140,20:30,00:04,3h 34m,AC Seater,587,32,36,4.5,-,Tirunelveli,No
Coimbatore,Hosur,KPN Travels AC Seater,TN-76-UI-9234,23:15,10:34,11h 19m,Non-AC Sleeper,1088,9,40,4.6,Water Bottle,Coimbatore,Yes
Tuticorin,Nagercoil,SRS Travels AC Seater,TN-87-DM-2275,21:45,00:34,2h 49m,AC Seater,1126,34,50,4.9,WiFi,Tuticorin,Yes
Erode,Kumbakonam,TNSTC Non-AC Seater,TN-77-XF-3723,19:45,23:21,3h 36m,AC Sleeper,560,12,30,4.8,-,Erode,Yes
Ramanathapuram,Chennai,Vivegam Travels AC Sleeper,TN-98-ZV-5908,20:30,05:56,9h 26m,AC Sleeper,521,21,40,4.8,USB,Ramanathapuram,Yes
Vellore,Tirunelveli,TNSTC AC Seater,TN-15-KI-3340,22:30,03:17,4h 47m,AC Seater,265,5,36,4.9,-,Vellore,No
Trichy,Chennai,SETC AC Seater,TN-48-OS-4367,22:00,00:02,2h 2m,Non-AC Seater,771,6,50,4.2,-,Dindigul,No
Theni,Madurai,SETC Non-AC Sleeper,TN-69-AD-1748,19:30,07:08,11h 38m,AC Seater,242,34,44,4.2,-,Theni,Yes
Trichy,Kumbakonam,SETC AC Sleeper,TN-80-TI-3832,20:45,01:29,4h 44m,AC Sleeper,106,10,44,4.4,-,Trichy,No
Vellore,Kanyakumari,Parveen Travels Non-AC Seater,TN-31-PA-0632,21:30,03:51,6h 21m,Non-AC Seater,440,5,44,4.8,WiFi,Cuddalore,Yes
Cuddalore,Pudukkottai,TNSTC Non-AC Sleeper,TN-75-AA-6272,17:00,01:03,8h 3m,AC Sleeper,186,16,30,3.5,-,Cuddalore,Yes
Kanyakumari,Thanjavur,SRM Travels Non-AC Seater,TN-23-XZ-7736,19:15,02:59,7h 44m,AC Sleeper,1126,12,36,4.0,-,Kanyakumari,No
Theni,Coimbatore,TNSTC AC Sleeper,TN-96-PZ-0146,17:30,04:48,11h 18m,AC Sleeper,314,7,50,4.5,-,Cuddalore,No
Theni,Coimbatore,KPN Travels AC Seater,TN-51-YI-4679,21:45,05:10,7h 25m,Non-AC Seater,1183,27,30,3.6,Water Bottle,Theni,Yes
Nagercoil,Coimbatore,SRS Travels AC Seater,TN-08-TJ-4811,20:00,23:39,3h 39m,Non-AC Seater,1207,33,36,4.5,Blanket,Nagercoil,No
Dindigul,Vellore,TNSTC Non-AC Seater,TN-95-CJ-9701,23:30,07:51,8h 21m,Non-AC Sleeper,542,24,30,4.9,-,Dindigul,Yes
Vellore,Karur,SETC Non-AC Sleeper,TN-70-LR-0729,18:45,04:36,9h 51m,Non-AC Seater,476,14,40,3.8,-,Kumbakonam,Yes
Chennai,Thanjavur,SETC Non-AC Sleeper,TN-65-VW-4602,17:15,22:15,5h 0m,AC Seater,703,17,40,4.1,-,Chennai,No
Pudukkottai,Ramanathapuram,ABT Travels AC Seater,TN-14-TS-5882,18:00,00:50,6h 50m,AC Sleeper,482,10,44,3.8,WiFi,Pudukkottai,Yes
Salem,Dindigul,SRS Travels AC Seater,TN-06-KX-6459,22:15,07:00,8h 45m,Non-AC Seater,243,8,44,3.9,USB,Salem,Yes
Chennai,Nagercoil,Parveen Travels AC Seater,TN-63-JU-6216,19:45,06:30,10h 45m,Non-AC Seater,1430,22,30,3.5,-,Chennai,No
Madurai,Theni,SETC Non-AC Seater,TN-39-OC-5112,17:45,01:59,8h 14m,AC Seater,329,17,44,4.2,-,Madurai,Yes
Salem,Nagercoil,TNSTC Non-AC Seater,TN-04-FN-7733,22:45,01:06,2h 21m,Non-AC Seater,730,49,50,4.6,-,Salem,No
Tirunelveli,Kanyakumari,TNSTC Non-AC Sleeper,TN-61-HE-7392,19:00,00:57,5h 57m,AC Seater,669,13,30,4.6,-,Tirunelveli,No
Pudukkottai,Erode,TNSTC AC Sleeper,TN-16-EU-8794,19:15,01:29,6h 14m,Non-AC Sleeper,356,26,50,4.5,-,Pudukkottai,Yes
Tirunelveli,Kumbakonam,Parveen Travels Non-AC Sleeper,TN-19-IB-5711,20:45,00:15,3h 30m,AC Seater,649,17,40,4.0,WiFi,Tirunelveli,Yes
Ramanathapuram,Kanyakumari,KPN Travels Non-AC Seater,TN-69-KE-6952,22:30,07:00,8h 30m,AC Sleeper,656,7,40,3.8,Charging Port,Ramanathapuram,No
Salem,Tirunelveli,Vivegam Travels Non-AC Sleeper,TN-56-ZX-5236,17:00,04:49,11h 49m,Non-AC Seater,1257,19,40,4.9,Charging Port,Salem,Yes
Salem,Nagercoil,TNSTC AC Sleeper,TN-75-ZI-8923,20:00,03:22,7h 22m,Non-AC Seater,759,33,44,4.6,-,Salem,Yes
Chennai,Kanyakumari,TNSTC AC Seater,TN-41-JM-4729,23:15,04:43,5h 28m,Non-AC Sleeper,748,27,44,4.8,-,Chennai,Yes
Tirunelveli,Cuddalore,TNSTC Non-AC Seater,TN-98-UZ-1534,18:15,03:18,9h 3m,AC Sleeper,792,6,36,4.2,-,Tirunelveli,No
Karur,Theni,ABT Travels AC Seater,TN-38-UD-0103,20:15,08:10,11h 55m,AC Seater,370,17,40,3.9,Water Bottle,Karur,Yes
Hosur,Pudukkottai,Vivegam Travels AC Seater,TN-80-FK-3515,23:45,06:35,6h 50m,Non-AC Seater,1426,27,40,4.5,-,Hosur,Yes
Cuddalore,Chennai,TNSTC Non-AC Seater,TN-36-GY-9209,18:30,22:54,4h 24m,AC Sleeper,199,38,50,3.7,-,Cuddalore,Yes
Tuticorin,Madurai,Vivegam Travels Non-AC Sleeper,TN-26-MJ-3767,21:45,05:58,8h 13m,AC Seater,311,22,40,4.1,Water Bottle,Tuticorin,Yes
Nagercoil,Thanjavur,SETC Non-AC Seater,TN-36-PN-2504,18:00,00:44,6h 44m,Non-AC Seater,768,19,30,3.8,-,Madurai,Yes
Salem,Theni,KPN Travels Non-AC Seater,TN-48-RL-5376,19:00,04:54,9h 54m,Non-AC Seater,1343,7,40,4.0,Blanket,Salem,Yes
Pudukkottai,Coimbatore,SETC AC Sleeper,TN-59-BS-5382,18:45,03:16,8h 31m,AC Sleeper,757,11,30,4.0,-,Pudukkottai,No
Tuticorin,Erode,TNSTC AC Seater,TN-14-SH-0974,17:15,03:49,10h 34m,Non-AC Seater,387,11,44,3.9,-,Tuticorin,Yes
Hosur,Theni,SETC AC Seater,TN-99-OW-5631,19:00,22:03,3h 3m,Non-AC Sleeper,402,24,36,4.9,-,Hosur,Yes
Tuticorin,Nagercoil,ABT Travels Non-AC Sleeper,TN-19-LI-1318,21:15,05:33,8h 18m,AC Seater,1389,44,44,4.3,Blanket,Tuticorin,Yes
Ramanathapuram,Kumbakonam,TNSTC Non-AC Seater,TN-51-GZ-1033,22:15,02:34,4h 19m,Non-AC Sleeper,475,10,50,4.4,-,Cuddalore,Yes
Salem,Karur,TNSTC AC Seater,TN-73-US-5330,18:30,00:44,6h 14m,Non-AC Sleeper,701,26,44,4.0,-,Karur,No
Kumbakonam,Salem,Vivegam Travels AC Seater,TN-91-JH-4655,18:15,00:59,6h 44m,Non-AC Seater,781,20,44,4.3,Water Bottle,Tirunelveli,No
Madurai,Erode,ABT Travels AC Seater,TN-48-DK-1626,23:00,04:22,5h 22m,Non-AC Sleeper,857,34,36,4.2,Charging Port,Tuticorin,Yes
Vellore,Trichy,TNSTC AC Seater,TN-06-AR-0806,23:00,01:45,2h 45m,AC Sleeper,313,18,36,4.6,-,Vellore,No
Madurai,Dindigul,SETC Non-AC Sleeper,TN-60-BT-2065,19:30,04:08,8h 38m,Non-AC Sleeper,124,27,30,4.3,-,Madurai,No
Hosur,Trichy,SETC Non-AC Sleeper,TN-33-NP-1445,22:15,00:28,2h 13m,AC Sleeper,403,29,44,3.8,-,Hosur,Yes
Nagercoil,Kanyakumari,TNSTC AC Seater,TN-54-TD-9692,18:15,02:04,7h 49m,Non-AC Seater,675,21,36,4.9,-,Nagercoil,No
Ramanathapuram,Vellore,SETC AC Sleeper,TN-28-LN-0653,23:30,09:04,9h 34m,AC Seater,492,7,30,4.2,-,Salem,No
Hosur,Theni,Parveen Travels AC Seater,TN-16-KB-3708,20:30,23:25,2h 55m,Non-AC Sleeper,982,35,40,5.0,-,Hosur,Yes
Thanjavur,Madurai,Parveen Travels AC Seater,TN-88-UF-4950,21:15,02:59,5h 44m,AC Sleeper,1363,20,36,4.6,-,Thanjavur,No
Nagercoil,Coimbatore,SRS Travels Non-AC Sleeper,TN-49-FB-4616,18:00,00:01,6h 1m,AC Seater,640,38,50,4.3,Water Bottle,Thanjavur,Yes
Vellore,Chennai,SETC Non-AC Sleeper,TN-78-XV-3700,21:15,04:15,7h 0m,AC Seater,642,44,50,3.9,-,Vellore,No
Kumbakonam,Thanjavur,TNSTC Non-AC Seater,TN-23-ZH-5632,23:15,04:22,5h 7m,AC Sleeper,114,10,36,4.1,-,Kumbakonam,No
Karur,Erode,ABT Travels Non-AC Sleeper,TN-99-SN-5003,20:00,05:37,9h 37m,Non-AC Seater,781,13,36,4.3,Water Bottle,Karur,Yes
Salem,Chennai,SRS Travels AC Sleeper,TN-91-AP-5310,18:45,23:13,4h 28m,Non-AC Sleeper,297,45,50,4.4,USB,Salem,No
Coimbatore,Tirunelveli,Vivegam Travels Non-AC Sleeper,TN-86-AC-7743,18:15,20:34,2h 19m,Non-AC Sleeper,644,22,44,3.5,USB,Coimbatore,No
Theni,Madurai,SETC AC Sleeper,TN-49-DE-7492,20:45,03:06,6h 21m,AC Sleeper,276,14,30,3.9,-,Nagercoil,Yes
Coimbatore,Vellore,TNSTC AC Sleeper,TN-69-TT-0351,18:00,02:56,8h 56m,Non-AC Seater,497,9,36,4.1,-,Coimbatore,Yes
Kanyakumari,Trichy,Parveen Travels Non-AC Sleeper,TN-51-CN-7187,21:15,02:30,5h 15m,AC Seater,428,43,50,3.8,WiFi,Kanyakumari,No
Coimbatore,Chennai,SETC AC Sleeper,TN-50-GP-0720,20:30,03:25,6h 55m,Non-AC Seater,220,30,36,4.1,-,Coimbatore,No
Tuticorin,Dindigul,SETC Non-AC Seater,TN-64-TV-0808,18:15,00:25,6h 10m,Non-AC Sleeper,364,16,44,4.6,-,Hosur,No
Erode,Thanjavur,KPN Travels Non-AC Seater,TN-57-MD-6936,20:00,01:24,5h 24m,Non-AC Seater,248,33,40,4.1,WiFi,Thanjavur,No
Dindigul,Kumbakonam,SRS Travels AC Sleeper,TN-50-SG-3882,23:15,03:42,4h 27m,Non-AC Seater,1460,15,30,4.7,Charging Port,Dindigul,Yes
Tirunelveli,Madurai,Vivegam Travels AC Sleeper,TN-44-AB-2543,19:00,00:04,5h 4m,Non-AC Sleeper,983,6,36,4.4,Blanket,Tirunelveli,Yes
Kanyakumari,Ramanathapuram,TNSTC Non-AC Seater,TN-84-YO-1207,19:45,01:23,5h 38m,Non-AC Seater,550,35,50,4.7,-,Kanyakumari,No
Kanyakumari,Chennai,TNSTC AC Seater,TN-05-RO-8457,17:45,21:15,3h 30m,AC Seater,489,25,36,4.6,-,Kanyakumari,Yes
Coimbatore,Madurai,SRM Travels AC Sleeper,TN-51-NP-6944,17:15,00:05,6h 50m,AC Seater,675,38,40,3.9,Charging Port,Coimbatore,Yes
Dindigul,Karur,Vivegam Travels Non-AC Sleeper,TN-38-VJ-1253,20:15,03:27,7h 12m,Non-AC Sleeper,726,16,36,3.7,WiFi,Dindigul,Yes
Theni,Tuticorin,SETC AC Sleeper,TN-23-NR-7253,23:15,05:02,5h 47m,Non-AC Sleeper,471,17,36,4.4,-,Theni,Yes
Thanjavur,Theni,SRS Travels AC Sleeper,TN-48-KF-1022,19:15,21:19,2h 4m,Non-AC Seater,1115,31,44,4.0,WiFi,Thanjavur,No
Ramanathapuram,Erode,Parveen Travels AC Seater,TN-00-RD-7817,22:30,02:50,4h 20m,AC Sleeper,1102,21,50,4.1,Blanket,Trichy,No
Ramanathapuram,Chennai,ABT Travels Non-AC Seater,TN-71-UR-1217,22:30,00:55,2h 25m,AC Sleeper,221,9,40,4.9,Charging Port,Ramanathapuram,No
Trichy,Salem,SRM Travels AC Seater,TN-81-BQ-0243,19:45,07:29,11h 44m,AC Sleeper,417,8,36,4.7,Blanket,Pudukkottai,Yes
Tuticorin,Karur,SRM Travels AC Seater,TN-07-FZ-4800,18:15,03:34,9h 19m,Non-AC Seater,713,6,44,4.7,USB,Tuticorin,Yes
Coimbatore,Ramanathapuram,TNSTC AC Sleeper,TN-72-KC-0128,19:45,23:01,3h 16m,AC Sleeper,170,14,36,3.6,-,Coimbatore,Yes
Pudukkottai,Cuddalore,SETC AC Sleeper,TN-76-FV-4365,23:00,07:25,8h 25m,AC Seater,780,12,44,4.9,-,Dindigul,No
Kumbakonam,Madurai,Parveen Travels AC Seater,TN-02-CS-9237,23:15,11:10,11h 55m,Non-AC Sleeper,591,23,30,3.8,Blanket,Kumbakonam,Yes
Kanyakumari,Chennai,SETC Non-AC Sleeper,TN-22-SS-2447,18:15,21:25,3h 10m,Non-AC Seater,413,5,30,4.1,-,Kanyakumari,Yes
Kanyakumari,Salem,Vivegam Travels Non-AC Seater,TN-93-TU-4725,22:45,07:29,8h 44m,AC Seater,522,20,50,4.7,USB,Kanyakumari,No
Karur,Erode,TNSTC AC Sleeper,TN-10-DL-6200,17:15,23:50,6h 35m,AC Sleeper,574,22,44,4.3,-,Karur,Yes
Dindigul,Theni,TNSTC AC Sleeper,TN-33-ZV-2776,21:45,07:19,9h 34m,AC Sleeper,300,28,44,3.5,-,Dindigul,Yes
Salem,Theni,TNSTC AC Seater,TN-47-YE-9306,23:45,04:27,4h 42m,Non-AC Seater,567,6,36,4.9,-,Salem,Yes
Nagercoil,Madurai,TNSTC AC Seater,TN-87-PQ-6833,20:15,08:09,11h 54m,Non-AC Sleeper,767,24,36,4.2,-,Nagercoil,Yes
Pudukkottai,Cuddalore,ABT Travels Non-AC Sleeper,TN-52-DJ-9326,23:00,06:27,7h 27m,AC Seater,1041,29,36,4.5,-,Pudukkottai,Yes
Ramanathapuram,Madurai,SRM Travels AC Seater,TN-08-KF-1768,20:45,00:32,3h 47m,Non-AC Seater,299,24,30,4.6,Charging Port,Ramanathapuram,Yes
Kanyakumari,Theni,SETC AC Seater,TN-53-AQ-5235,18:30,01:24,6h 54m,AC Seater,465,9,40,4.7,-,Kanyakumari,No
Pudukkottai,Thanjavur,SETC Non-AC Sleeper,TN-09-XC-2250,19:00,03:16,8h 16m,AC Seater,305,21,44,4.9,-,Pudukkottai,Yes
Tirunelveli,Hosur,KPN Travels Non-AC Seater,TN-88-ES-4350,18:30,22:43,4h 13m,Non-AC Sleeper,529,33,50,4.9,Water Bottle,Tirunelveli,Yes
Theni,Erode,Parveen Travels AC Seater,TN-98-UU-4697,20:00,22:40,2h 40m,AC Sleeper,223,29,50,4.6,Charging Port,Theni,No
Dindigul,Coimbatore,TNSTC AC Seater,TN-12-WZ-5218,18:45,02:40,7h 55m,Non-AC Seater,209,15,36,4.3,-,Dindigul,Yes
Pudukkottai,Madurai,SRS Travels Non-AC Seater,TN-21-RC-6280,22:00,08:01,10h 1m,AC Seater,228,34,36,4.1,Charging Port,Pudukkottai,No
Chennai,Cuddalore,TNSTC Non-AC Seater,TN-40-LU-2730,17:00,03:02,10h 2m,AC Sleeper,597,8,30,4.0,-,Coimbatore,Yes
Thanjavur,Salem,TNSTC Non-AC Sleeper,TN-67-OQ-0671,18:30,03:57,9h 27m,Non-AC Seater,236,22,36,4.4,-,Thanjavur,No
Salem,Karur,SETC AC Seater,TN-11-KQ-9768,22:30,02:33,4h 3m,Non-AC Sleeper,505,37,40,3.9,-,Salem,No
Trichy,Hosur,SRM Travels AC Sleeper,TN-09-CA-2246,20:30,01:28,4h 58m,Non-AC Sleeper,805,37,40,3.8,Charging Port,Trichy,No
